ID,TARGET
486218951,2
5297636041,2
1145891549,2
815696199,2
1145432183,2
111955072,2
4396314898,2
1132387455,2
8429253193,2
369332925,2
1051756555,2
472632281,2
104983091,2
3382178021,2
1022929786,2
1152266985,2
3445210928,2
479233048,2
1031647694,2
3414970608,2
450554208,2
1165766461,2
1019765223,2
8220893598,2
636142140,2
7409686141,2
1140339836,2
1032588751,2
434035933,2
3151378444,2
5114988613,2
1408061642,2
1132479594,2
1135944476,2
10448455414,2
479658681,2
1134983428,2
1053124220,2
1387458262,2
8451369883,2
105363926,2
8390487631,2
8428404601,2
585279674,2
389331178,2
1033852790,2
3443379405,2
6432080480,2
3117734007,2
824809818,2
1147122590,2
131412611,2
10381565875,2
10417412285,2
4406432050,2
1153223724,2
448165894,2
1414435529,2
376288692,2
364805866,2
1033001152,2
374531905,2
5111146470,2
759813275,2
78520417,2
751987305,2
131691876,2
634381914,2
1071729740,2
743808233,2
636138938,2
452434819,2
8386894210,2
726166606,2
1044173475,2
642979800,2
1047535115,2
3213736042,2
5384935013,2
8298074591,2
6386182368,2
1140782166,2
472605579,2
566379033,2
1380175456,2
1040735938,2
420479915,2
8405813975,2
1137257584,2
1380239191,2
5124197749,2
1039979960,2
634224676,2
1146057651,2
756857231,2
5102456605,2
3406582998,2
1148336593,2
108446259,2
5119531456,2
7432773542,2
449476294,2
567077352,2
1144824296,2
1152992270,2
8299741294,2
432719031,2
1095283284,2
155453783,2
5118731310,2
1153546801,2
1153589343,2
5110918562,2
1408029069,2
1137413368,2
1010099028,2
5110821286,2
439780201,2
751020471,2
382223431,2
570821060,2
1023662538,2
465578324,2
338014580,2
1065605519,2
1146749456,2
1042538326,2
755480565,2
1297226454,2
1140749489,2
828839994,2
345839297,2
10123294409,2
1125779128,2
1024009170,2
1125132138,2
1022041166,2
1298643538,2
3110129181,2
458062772,2
751437542,2
89484680,2
3114598167,2
10430387384,2
1438868168,2
10422468554,2
816413549,2
7393844614,2
1146392239,2
643406307,2
1152807104,2
3404159982,2
8299859280,2
1052415173,2
3110349144,2
4108947175,2
10110839673,2
3440380163,2
414589411,2
1150792321,2
4438101754,2
7412421800,2
10124013267,2
1455960283,2
415845062,2
3151438322,2
722902692,2
1023314225,2
1146591964,2
3213718868,2
1427394461,2
3388935236,2
488505461,2
5112969395,2
757417347,2
1096501023,2
57549885,2
1142709423,2
398228735,2
530242762,2
479347702,2
3212935311,2
1433985624,2
488393648,2
5383517696,2
1413840662,2
576489641,2
1153628574,2
7212804058,2
1033138258,2
1150363034,2
5105203039,2
